[DM_REFINEMENT]
eventname,dm_stored,dm_refined,dm_refined_offset,dm_error,best_snr
FRB20190107A,849.190791127961,847.8086086753277,-1.3821824526332849,0.06330407174991821,189.64206080388183
FRB20190107B,166.09388927797875,166.0945783972592,0.0006891192804533453,0.015037105002175826,256.9064672589302
FRB20190109A,324.6040886532158,324.5921683447097,-0.011920308506118926,0.10063666740722445,188.5161770198577
FRB20190109B,175.1683999746,175.5559514215471,0.3875514469471038,0.030371584427321227,113.19791692556345
FRB20190110A,472.7526178726,472.8029526468782,0.050334774278224796,0.027000318830747137,427.99984575422195
FRB20190110B,486.1184482712806,486.0358659658079,-0.08258230547270372,0.044624511259637276,241.74184611439705
FRB20190110C,221.96139423868266,221.34815178842382,-0.6132424502588449,0.037371258644330795,224.23871848424938

[SNR_AUDIT_TABLE]
eventname,pipeline,snr,off_pulse_sigma,is_highest_snr_for_this_file
FRB20180725A,Native (CHIME portal),311.7753130921361,9.273447591429948,False
FRB20180725A,B: CHIME Boxcar,402.13091064987503,14.25034070509672,False
FRB20180725A,A: Optimized Asymmetric FRED,435.7453893865421,14.25034070509672,True
FRB20180727A,Native (CHIME portal),148.2569740268146,20.28167771565914,False
FRB20180727A,B: CHIME Boxcar,244.4406507909298,31.334465286147594,False
FRB20180727A,A: Optimized Asymmetric FRED,348.91793048235473,31.334465286147594,True
FRB20180729A,Native (CHIME portal),1294.7659748792648,24.669621637415883,False
FRB20180729A,B: CHIME Boxcar,1389.263407945633,19.049008054554463,True
FRB20180729A,A: Optimized Asymmetric FRED,1118.8024093098513,19.049008054554463,False
FRB20180729B,Native (CHIME portal),199.60363703489037,20.9557708568573,False
FRB20180729B,B: CHIME Boxcar,291.5315970364102,27.46184508626461,False
FRB20180729B,A: Optimized Asymmetric FRED,367.6043708451328,27.46184508626461,True
FRB20180730A,Native (CHIME portal),1039.4613214283243,36.9582788736999,False
FRB20180730A,B: CHIME Boxcar,1010.00181386963,38.584029983121155,False
FRB20180730A,A: Optimized Asymmetric FRED,1080.965124159748,38.584029983121155,True
FRB20180801A,Native (CHIME portal),354.82535090684803,20.746864672654866,False
